SENTENCE #,WORD,POS_TAG
8762,',PUNCT
8762,i,PROPN
8762,bëjë,VERB
8762,sa,ADV
8762,më,PART
8762,argëtuese,ADJ
8762,fundjavat,NOUN
8762,e,DET
8762,shqiptarëve,NOUN
8762,kudo,ADV
8762,që,PRON
8762,ndodhen,VERB
8762,",",PUNCT
8762,kjo,PRON
8762,sepse,SCONJ
8762,emisioni,NOUN
8762,do,PART
8762,të,PART
8762,përmbajë,VERB
8762,edhe,PART
8762,disa,PRON
8762,rubrika,NOUN
8762,të,DET
8762,veçanta,ADJ
8762,që,PRON
8762,përmbajnë,VERB
8762,pyetje,NOUN
8762,dhe,CCONJ
8762,lojra,NOUN
8762,argëtuese,ADJ
8762,për,ADP
8762,personazhet,NOUN
8762,e,DET
8762,ftuar,ADJ
8762,.,PUNCT
8763,Një,DET
8763,gjetje,NOUN
8763,të,DET
8763,veçantë,ADJ
8763,që,PRON
8763,Ermal,PROPN
8763,Peçi,PROPN
8763,sjell,VERB
8763,në,ADP
8763,këtë,PRON
8763,program,NOUN
8763,",",PUNCT
8763,është,VERB
8763,edhe,PART
8763,Buta,PROPN
8763,",",PUNCT
8763,papagalli,NOUN
8763,që,PRON
8763,do,PART
8763,të,PART
8763,jetë,VERB
8763,bashkëudhëtari,NOUN
8763,i,DET
8763,tij,PRON
8763,në,ADP
8763,takimet,NOUN
8763,e,DET
8763,përjavshme,ADJ
8763,.,PUNCT
8764,Duke,PART
8764,filluar,VERB
8764,nga,ADP
8764,kjo,PRON
8764,e,CCONJ
8764,shtunë,NOUN
8764,dhe,CCONJ
8764,e,CCONJ
8764,diel,NOUN
8764,",",PUNCT
8764,shikuesit,NOUN
8764,do,PART
8764,të,PART
8764,kenë,VERB
8764,mundësi,NOUN
8764,të,PART
8764,ndjekin,VERB
8764,"""",PUNCT
8764,Më,PRON
8764,prit,VERB
8764,në,ADP
8764,fundjavë,NOUN
8764,"""",PUNCT
8764,çdo,PRON
8764,fundjavë,NOUN
8764,",",PUNCT
8764,në,ADP
8764,orën,NOUN
8764,18,NUM
8764,:,PUNCT
8764,30,NUM
8764,.,PUNCT
8765,10,NUM
8765,/,PUNCT
8765,03,NUM
8765,/,PUNCT
8765,2023,NUM
8765,Ka,AUX
8765,ardhur,VERB
8765,në,ADP
8765,shqip,NOUN
8765,libri,NOUN
8765,"""",PUNCT
8765,Njihni,VERB
8765,të,DET
8765,drejtat,NOUN
8765,tuaja,ADJ
8765,dhe,CCONJ
8765,kërkojini,VERB
8765,ato,NOUN
8765,"""",PUNCT
8765,i,DET
8765,hartuar,ADJ
8765,nga,ADP
8765,Amnesty,PROPN
8765,International,PROPN
8765,.,PUNCT
8766,Autore,NOUN
8766,të,DET
8766,këtij,PRON
8766,botimi,NOUN
8766,janë,VERB
8766,aktorja,NOUN
8766,dhe,CCONJ
8766,aktivistja,NOUN
8766,Angelina,PROPN
8766,Jolie,PROPN
8766,dhe,CCONJ
8766,Geraldine,PROPN
8766,Van,PROPN
8766,Bueren,PROPN
8766,",",PUNCT
8766,avokate,NOUN
8766,e,DET
8766,të,DET
8766,drejtave,NOUN
8766,të,DET
8766,njeriut,NOUN
8766,.,PUNCT
8767,Në,ADP
8767,një,DET
8767,intervistë,NOUN
8767,për,ADP
8767,emisionin,NOUN
8767,"""",PUNCT
8767,Në,ADP
8767,radio,NOUN
8767,"""",PUNCT
8767,nga,ADP
8767,Andri,PROPN
8767,Xhahu,PROPN
8767,",",PUNCT
8767,drejtuesi,NOUN
8767,i,DET
8767,shtëpisë,NOUN
8767,botuese,ADJ
8767,"""",PUNCT
8767,Fan,PROPN
8767,Noli,PROPN
8767,"""",PUNCT
8767,",",PUNCT
8767,Rexhep,PROPN
8767,Hida,PROPN
8767,",",PUNCT
8767,tregon,VERB
8767,se,SCONJ
8767,shkas,NOUN
8767,për,PART
8767,të,PART
8767,botuar,VERB
8767,këtë,PRON
8767,libër,NOUN
8767,është,AUX
8767,bërë,VERB
8767,një,DET
8767,film,NOUN
8767,i,DET
8767,xhiruar,ADJ
8767,në,ADP
8767,Kamboxhia,PROPN
8767,.,PUNCT
8768,"""",PUNCT
8768,Angelina,PROPN
8768,Jolie,PROPN
8768,ndodhej,VERB
8768,në,ADP
8768,Kamboxhia,PROPN
8768,për,ADP
8768,xhirimet,NOUN
8768,e,DET
8768,një,DET
8768,filmi,NOUN
8768,Hollywood,PROPN
8768,-,PUNCT
8768,ian,PROPN
8768,.,PUNCT
8769,Në,ADP
8769,këtë,PRON
8769,vend,NOUN
8769,janë,AUX
8769,shkelur,VERB
8769,të,DET
8769,drejtat,NOUN
8769,e,DET
8769,njeriut,NOUN
8769,",",PUNCT
8769,sidomos,PART
8769,të,DET
8769,fëmijëve,NOUN
8769,dhe,CCONJ
8769,të,DET
8769,rinjve,NOUN
8769,.,PUNCT
8770,Duke,PART
8770,luajtur,VERB
8770,këtë,PRON
8770,film,NOUN
8770,",",PUNCT
8770,Jolie,PROPN
8770,preket,VERB
8770,nga,ADP
8770,trajtimi,NOUN
8770,mizor,ADJ
8770,që,PRON
8770,u,PRON
8770,është,AUX
8770,bërë,VERB
8770,fëmijëve,NOUN
8770,kamboxhianë,ADJ
8770,",",PUNCT
8770,dhe,CCONJ
8770,vendos,VERB
8770,të,PART
8770,shkruajë,VERB
8770,këtë,PRON
8770,libër,NOUN
8770,.,PUNCT
8771,"""",PUNCT
8771,Libri,NOUN
8771,nis,VERB
8771,me,ADP
8771,një,DET
8771,parathënie,NOUN
8771,të,DET
8771,aktores,NOUN
8771,dhe,CCONJ
8771,përfaqësueses,NOUN
8771,së,DET
8771,të,DET
8771,drejtave,NOUN
8771,drejtave,NOUN
8771,të,DET
8771,njeriut,NOUN
8771,në,ADP
8771,OKB,PROPN
8771,dhe,CCONJ
8771,Amnesty,PROPN
8771,International,PROPN
8771,.,PUNCT
8772,"""",PUNCT
8772,Nëse,SCONJ
8772,qeveritë,NOUN
8772,do,PART
8772,të,PART
8772,mbanin,VERB
8772,fjalën,NOUN
8772,dhe,CCONJ
8772,nëse,SCONJ
8772,të,DET
8772,gjithë,PRON
8772,të,DET
8772,rriturit,NOUN
8772,do,PART
8772,t,PRON
8772,',PUNCT
8772,i,PRON
8772,respektonin,VERB
8772,të,DET
8772,drejtat,NOUN
8772,e,DET
8772,fëmijëve,NOUN
8772,",",PUNCT
8772,s,SCONJ
8772,',PUNCT
8772,do,SCONJ
8772,të,PART
8772,lindte,VERB
8772,nevoja,NOUN
8772,për,ADP
8772,këtë,PRON
8772,libër,NOUN
8772,"""",PUNCT
8772,",",PUNCT
8772,shkruan,VERB
8772,Jolie,PROPN
8772,në,ADP
8772,parathënie,NOUN
8772,.,PUNCT
8773,"""",PUNCT
8773,Ekziston,PROPN
8773,një,DET
8773,hendek,NOUN
8773,i,DET
8773,madh,ADJ
8773,midis,ADP
8773,të,DET
8773,drejtave,NOUN
8773,të,DET
8773,fëmijëve,NOUN
8773,në,ADP
8773,parim,NOUN
8773,dhe,CCONJ
8773,asaj,PRON
8773,që,PRON
8773,ndodh,VERB
8773,në,ADP
8773,praktikë,NOUN
8773,.,PUNCT
8774,"""",PUNCT
8774,Rexhep,PROPN
8774,Hida,PROPN
8774,shprehet,VERB
8774,se,SCONJ
8774,Angelina,PROPN
8774,Jolie,PROPN
8774,ka,AUX
8774,shprehur,VERB
8774,dëshirën,NOUN
8774,që,SCONJ
8774,të,PART
8774,vijë,VERB
8774,në,ADP
8774,Shqipëri,PROPN
8774,për,PART
8774,të,PART
8774,promovuar,VERB
8774,këtë,PRON
8774,libër,NOUN
8774,.,PUNCT
8775,"""",PUNCT
8775,Prej,ADP
8775,agjendës,NOUN
8775,së,DET
8775,ngarkuar,ADJ
8775,nuk,PART
8775,mund,AUX
8775,të,PART
8775,garantojmë,VERB
8775,100,NUM
8775,për,ADP
8775,qind,NOUN
8775,nëse,SCONJ
8775,do,PART
8775,të,PART
8775,vijë,VERB
8775,ose,CCONJ
8775,jo,PART
8775,.,PUNCT
8776,E,DET
8776,vërteta,ADJ
8776,është,VERB
8776,që,SCONJ
8776,mezi,ADV
8776,e,PRON
8776,pret,VERB
8776,librin,NOUN
8776,dhe,CCONJ
8776,më,PRON
8776,dërgoi,VERB
8776,falënderime,NOUN
8776,dhe,CCONJ
8776,përgëzime,NOUN
8776,për,ADP
8776,të,PRON
8776,.,PUNCT
8777,Ardhja,NOUN
8777,e,DET
8777,saj,PRON
8777,është,VERB
8777,reklamë,NOUN
8777,e,DET
8777,madhe,ADJ
8777,për,ADP
8777,shtëpinë,NOUN
8777,botuese,ADJ
8777,dhe,CCONJ
8777,Shqipërinë,PROPN
8777,.,PUNCT
8778,"""",PUNCT
8778,Libri,NOUN
8778,është,AUX
8778,botuar,VERB
8778,së,DET
8778,pari,ADJ
8778,në,ADP
8778,SHBA,PROPN
8778,në,ADP
8778,shtator,NOUN
8778,2021,NUM
8778,.,PUNCT
8779,Më,PART
8779,pas,ADV
8779,në,ADP
8779,Britani,PROPN
8779,",",PUNCT
8779,Francë,PROPN
8779,",",PUNCT
8779,Gjermani,PROPN
8779,",",PUNCT
8779,Japoni,PROPN
8779,",",PUNCT
8779,Greqi,PROPN
8779,dhe,CCONJ
8779,Kamboxhia,PROPN
8779,.,PUNCT
8780,Është,VERB
8780,i,DET
8780,shkruar,ADJ
8780,në,ADP
8780,në,ADP
8780,gjuhë,NOUN
8780,të,DET
8780,thjeshtë,ADJ
8780,dhe,CCONJ
8780,të,DET
8780,qartë,ADJ
8780,",",PUNCT
8780,me,ADP
8780,shfira,NOUN
8780,konkrete,ADJ
8780,dhe,CCONJ
8780,histori,NOUN
8780,njerëzore,ADJ
8780,.,PUNCT
8781,"""",PUNCT
8781,Dua,VERB
8781,që,SCONJ
8781,libri,NOUN
8781,t,PROPN
8781,',PUNCT
8781,i,PROPN
8781,shërbejë,VERB
8781,mjedisit,NOUN
8781,shqiptar,ADJ
8781,.,PUNCT
8782,Shpresoj,VERB
8782,që,SCONJ
8782,familjet,NOUN
8782,",",PUNCT
8782,prindërit,NOUN
8782,",",PUNCT
8782,shoqatat,NOUN
8782,",",PUNCT
8782,organizatat,NOUN
8782,dhe,CCONJ
8782,shkollat,NOUN
8782,të,PART
8782,gjejnë,VERB
8782,një,DET
8782,material,NOUN
8782,të,DET
8782,dobishëm,ADJ
8782,përmes,ADP
8782,këtij,PRON
8782,libri,NOUN
8782,.,PUNCT
8783,"""",PUNCT
8784,Drama,NOUN
8784,"""",PUNCT
8784,Gratë,PROPN
8784,"""",PUNCT
8784,e,DET
8784,Teatrit,PROPN
8784,të,DET
8784,Kosovës,PROPN
8784,",",PUNCT
8784,klithmë,NOUN
8784,për,ADP
8784,bashkim,NOUN
8784,kundër,ADP
8784,dhunës,NOUN
8784,",",PUNCT
8784,vrasjeve,NOUN
8784,",",PUNCT
8784,për,ADP
8784,lirinë,NOUN
8784,09,NUM
8784,/,PUNCT
8784,03,NUM
8784,/,PUNCT
8784,2023,NUM
8784,Me,ADP
8784,thirrjet,NOUN
8784,e,DET
8784,fuqishme,ADJ
8784,:,PUNCT
8784,Gratë,NOUN
8784,",",PUNCT
8784,Gratë,PROPN
8784,!,PUNCT
8785,",",PUNCT
8785,është,AUX
8785,përmbyllur,VERB
8785,një,DET
8785,nga,ADP
8785,shfaqjet,NOUN
8785,",",PUNCT
8785,një,DET
8785,nga,ADP
8785,dramat,NOUN
8785,e,DET
8785,pakta,ADJ
8785,teatrore,ADJ
8785,shqiptare,ADJ
8785,",",PUNCT
8785,historike,ADJ
8785,për,ADP
8785,kaq,ADV
8785,shumë,PRON
8785,monologje,NOUN
8785,e,CCONJ
8785,aktualitet,NOUN
8785,mbi,ADP
8785,dhunën,NOUN
8785,ndaj,ADP
8785,grave,NOUN
8785,",",PUNCT
8785,në,ADP
8785,Kosovë,PROPN
8785,dhe,CCONJ
8785,Shqipëri,PROPN
8785,bashkë,ADV
8785,",",PUNCT
8785,të,DET
8785,shkruara,ADJ
8785,nga,ADP
8785,një,DET
8785,grup,NOUN
8785,dramaturgesh,NOUN
8785,të,DET
8785,reja,ADJ
8785,nga,ADP
8785,Kosova,PROPN
8785,",",PUNCT
8785,interpretuar,VERB
8785,nga,ADP
8785,aktore,NOUN
8785,të,DET
8785,Teatrit,PROPN
8785,të,DET
8785,Kosovës,PROPN
8785,në,ADP
8785,Art,PROPN
8785,Turbina,PROPN
8785,në,ADP
8785,Tiranë,PROPN
8785,",",PUNCT
8785,në,ADP
8785,regjinë,NOUN
8785,e,DET
8785,polakes,NOUN
8785,",",PUNCT
8785,Nastazja,PROPN
8785,Domarazka,PROPN
8785,",",PUNCT
8785,si,SCONJ
8785,pjesë,NOUN
8785,e,DET
8785,edicionit,NOUN
8785,të,DET
8785,dytë,ADJ
8785,të,DET
8785,festivalit,NOUN
8785,FemFest,PROPN
8785,.,PUNCT
8786,gratë,NOUN
8786,recitojnë,VERB
8786,edhe,PART
8786,emrat,NOUN
8786,e,DET
8786,grave,NOUN
8786,të,DET
8786,dhunuara,ADJ
8786,në,ADP
8786,Kosovë,PROPN
8786,",",PUNCT
8786,edhe,PART
8786,tre,NUM
8786,gratë,NOUN
8786,e,DET
8786,vrara,NOUN
8786,së,DET
8786,fundi,NOUN
8786,në,ADP
8786,Shqipëri,PROPN
8786,;,PUNCT
8786,Etleva,PROPN
8786,Kurti,PROPN
8786,",",PUNCT
8786,Mevlute,PROPN
8786,Hysa,PROPN
8786,",",PUNCT
8786,Hasime,PROPN
8786,Dafku,PROPN
8786,.,PUNCT
8787,09,NUM
8787,/,PUNCT
8787,03,NUM
8787,/,PUNCT
8787,2023,NUM
8787,Giovanni,PROPN
8787,Boldini,PROPN
8787,",",PUNCT
8787,Vajza,NOUN
8787,me,ADP
8787,mace,NOUN
8787,të,DET
8787,zezë,ADJ
8787,në,ADP
8787,krahë,NOUN
8787,",",PUNCT
8787,vaj,NOUN
8787,në,ADP
8787,kanavacë,NOUN
8787,",",PUNCT
8787,1885,NUM
8787,Piktura,NOUN
8787,e,DET
8787,Boldinit,PROPN
8787,përfaqëson,VERB
8787,një,DET
8787,vajzë,NOUN
8787,të,DET
8787,re,ADJ
8787,që,PRON
8787,mban,VERB
8787,në,ADP
8787,krahë,NOUN
8787,një,DET
8787,mace,NOUN
8787,të,DET
8787,zezë,ADJ
8787,.,PUNCT
8788,Vështrimi,NOUN
8788,i,DET
8788,saj,PRON
8788,i,PRON
8788,transmeton,VERB
8788,ndjesi,NOUN
8788,që,PRON
8788,luhaten,VERB
8788,midis,ADP
8788,krenarisë,NOUN
8788,dhe,CCONJ
8788,elegancës,NOUN
8788,",",PUNCT
8788,duke,PART
8788,ndihmuar,VERB
8788,në,ADP
8788,krijimin,NOUN
8788,e,DET
8788,një,DET
8788,atmosfere,NOUN
8788,të,DET
8788,butësisë,NOUN
8788,dhe,CCONJ
8788,ëmbëlsisë,NOUN
8788,në,ADP
8788,vepër,NOUN
8788,.,PUNCT
8789,Lorenzo,PROPN
8789,Lotto,PROPN
8789,",",PUNCT
8789,Shpallja,PROPN
8789,e,DET
8789,Recanatit,PROPN
8789,",",PUNCT
8789,vaj,NOUN
8789,në,ADP
8789,pëlhurë,NOUN
8789,",",PUNCT
8789,rreth,ADP
8789,1534,NUM
8789,Shpallja,PROPN
8789,e,DET
8789,Recanatit,PROPN
8789,është,VERB
8789,një,DET
8789,pikturë,NOUN
8789,vaji,NOUN
8789,në,ADP
8789,kanavacë,NOUN
8789,(,PUNCT
8789,166x114,NUM
8789,cm,SYM
8789,),PUNCT
8789,nga,ADP
8789,Lorenzo,PROPN
8789,Lotto,PROPN
8789,",",PUNCT
8789,e,DET
8789,regjistruar,ADJ
8789,rreth,ADP
8789,vitit,NOUN
8789,1534,NUM
8789,dhe,CCONJ
8789,e,DET
8789,ruajtur,ADJ
8789,në,ADP
8789,muzeun,NOUN
8789,Villa,PROPN
8789,Colloredo,PROPN
8789,Mels,PROPN
8789,në,ADP
8789,Recanati,PROPN
8789,.,PUNCT
8790,Ka,VERB
8790,firmën,NOUN
8790,"""",PUNCT
8790,L,PUNCT
8790,.,PUNCT
8791,Lotus,PROPN
8791,"""",PUNCT
8791,dhe,CCONJ
8791,është,VERB
8791,një,DET
8791,nga,ADP
8791,veprat,NOUN
8791,më,PART
8791,të,DET
8791,njohura,ADJ
8791,të,DET
8791,artistit,NOUN
8791,.,PUNCT
8792,Në,ADP
8792,pikturë,NOUN
8792,macja,NOUN
8792,ikën,VERB
8792,e,DET
8792,frikësuar,ADJ
8792,duke,PART
8792,harkuar,VERB
8792,shpinën,NOUN
8792,",",PUNCT
8792,simbol,NOUN
8792,i,DET
8792,mposhtjes,NOUN
8792,të,DET
8792,së,DET
8792,keqes,NOUN
8792,",",PUNCT
8792,por,CCONJ
8792,edhe,PART
8792,një,DET
8792,element,NOUN
8792,i,DET
8792,butë,ADJ
8792,ironie,NOUN
8792,.,PUNCT
8793,Federico,PROPN
8793,Barocci,PROPN
8793,",",PUNCT
8793,Madonna,PROPN
8793,della,PROPN
8793,Gatta,PROPN
8793,",",PUNCT
8793,vaj,NOUN
8793,në,ADP
8793,kanavacë,NOUN
8793,",",PUNCT
8793,rreth,ADP
8793,1575,NUM
8793,Skena,PROPN
8793,përfaqësohet,VERB
8793,në,ADP
8793,në,ADP
8793,atmosferë,NOUN
8793,çuditërisht,ADV
8793,të,DET
8793,gjallë,ADJ
8793,dhe,CCONJ
8793,informale,ADJ
8793,.,PUNCT
8794,Fëmija,PROPN
8794,Gjon,PROPN
8794,Pagëzori,PROPN
8794,mban,VERB
8794,një,DET
8794,fije,NOUN
8794,ari,NOUN
8794,",",PUNCT
8794,simbol,NOUN
8794,i,DET
8794,mundimit,NOUN
8794,të,DET
8794,Krishtit,PROPN
8794,",",PUNCT
8794,me,ADP
8794,të,DET
8794,cilën,PRON
8794,ngacmon,VERB
8794,një,DET
8794,mace,NOUN
8794,",",PUNCT
8794,ndërsa,CCONJ
8794,kryqi,NOUN
8794,i,DET
8794,tij,PRON
8794,me,ADP
8794,kallam,NOUN
8794,është,AUX
8794,mbështetur,VERB
8794,pas,ADP
8794,murit,NOUN
8794,në,ADP
8794,të,DET
8794,majtë,ADJ
8794,.,PUNCT
8795,Ndërkohë,ADV
8795,Maria,PROPN
8795,kujdeset,VERB
8795,për,ADP
8795,fëmijën,NOUN
8795,dhe,CCONJ
8795,Shën,PROPN
8795,Jozefi,PROPN
8795,vëzhgon,VERB
8795,skenën,NOUN
8795,.,PUNCT
8796,Paul,PROPN
8796,Klee,PROPN
8796,",",PUNCT
8796,Cat,PROPN
8796,and,PROPN
8796,Bird,PROPN
8796,",",PUNCT
8796,vaj,NOUN
8796,dhe,CCONJ
8796,bojë,NOUN
8796,në,ADP
8796,garzë,NOUN
8796,",",PUNCT
8796,rreth,ADP
8796,1928,NUM
8796,Macja,NOUN
8796,dhe,CCONJ
8796,zogu,NOUN
8796,është,VERB
8796,një,DET
8796,pikturë,NOUN
8796,e,DET
8796,piktorit,NOUN
8796,gjermano,ADJ
8796,-,PUNCT
8796,zviceran,ADJ
8796,Paul,PROPN
8796,Klee,PROPN
8796,",",PUNCT
8796,e,DET
8796,krijuar,VERB
8796,në,ADP
8796,vitin,NOUN
8796,1928,NUM
8796,.,PUNCT
8797,Është,AUX
8797,bërë,VERB
8797,kur,SCONJ
8797,Klee,PROPN
8797,ishte,VERB
8797,mësues,NOUN
8797,në,ADP
8797,Bauhaus,PROPN
8797,Dessau,PROPN
8797,.,PUNCT
8798,Piktura,NOUN
8798,përshkruan,VERB
8798,një,DET
8798,mace,NOUN
8798,të,DET
8798,stilizuar,ADJ
8798,me,ADP
8798,një,DET
8798,zog,NOUN
8798,të,DET
8798,vogël,ADJ
8798,të,DET
8798,vendosur,ADJ
8798,në,ADP
8798,ballë,NOUN
8798,.,PUNCT
8799,Ndodhet,VERB
8799,në,ADP
8799,Muzeun,PROPN
8799,e,DET
8799,Artit,PROPN
8799,Modern,PROPN
8799,të,DET
8799,Nju,PROPN
8799,Jorkut,PROPN
8799,.,PUNCT
8800,Carl,PROPN
8800,Kahler,PROPN
8800,",",PUNCT
8800,My,PUNCT
8800,Wife,PROPN
8800,',PUNCT
8800,s,PROPN
8800,Lovers,PROPN
8800,",",PUNCT
8800,Vaj,NOUN
8800,në,ADP
8800,pëlhurë,NOUN
8800,My,PUNCT
8800,Wife,PROPN
8800,',PUNCT
8800,s,PROPN
8800,Lovers,PROPN
8800,(,PUNCT
8800,Të,DET
8800,dashurit,NOUN
8800,e,DET
8800,gruas,NOUN
8800,sime,PRON
8800,),PUNCT
8800,është,VERB
8800,një,DET
8800,pikturë,NOUN
8800,e,DET
8800,piktorit,NOUN
8800,austria,PROPN
8800,Carl,PROPN
8800,Kahler,PROPN
8800,",",PUNCT
8800,pikturuar,VERB
8800,në,ADP
8800,1891,NUM
8800,.,PUNCT
8801,Ajo,PRON
8801,përshkruan,VERB
8801,dyzet,NOUN
8801,e,DET
8801,dy,NUM
8801,mace,NOUN
8801,Angora,PROPN
8801,dhe,CCONJ
8801,Persiane,ADJ
8801,që,PRON
8801,i,PRON
8801,përkasin,VERB
8801,milioneres,NOUN
8801,dhe,CCONJ
8801,filantropistes,NOUN
8801,amerikane,ADJ
8801,Catherine,PROPN
8801,Kate,PROPN
8801,Birdsall,PROPN
8801,Johnson,PROPN
8801,.,PUNCT
8802,Titulli,NOUN
8802,i,DET
8802,kësaj,PRON
8802,pikture,NOUN
8802,i,PRON
8802,atribuohet,VERB
8802,bashkëshortit,NOUN
8802,të,DET
8802,saj,PRON
8802,",",PUNCT
8802,Robert,PROPN
8802,Carlton,PROPN
8802,Johnson,PROPN
8802,citon,VERB
8802,stylemania,NOUN
8802,.,PUNCT
8803,"""",PUNCT
8803,Pranvera,PROPN
8803,Frankofone,PROPN
8803,"""",PUNCT
8803,",",PUNCT
8803,ambasadoret,NOUN
8803,e,DET
8803,Francës,PROPN
8803,",",PUNCT
8803,Zvicrës,PROPN
8803,dhe,CCONJ
8803,Greqisë,PROPN
8803,për,ADP
8803,RTSH,PROPN
8803,:,PUNCT
8803,Sjell,VERB
8803,shkëmbimin,NOUN
8803,kulturor,ADJ
8803,e,DET
8803,gjuhësor,ADJ
8803,09,NUM
8803,/,PUNCT
8803,03,NUM
8803,/,PUNCT
8803,2023,NUM
8803,Muaji,PROPN
8803,mars,NOUN
8803,shënon,VERB
8803,dhe,CCONJ
8803,"""",PUNCT
8803,Pranverën,PROPN
8803,Frankofone,PROPN
8803,"""",PUNCT
8803,në,ADP
8803,Shqipëri,PROPN
8803,",",PUNCT
8803,një,DET
8803,aktivitet,NOUN
8803,kulturor,ADJ
8803,e,DET
8803,gjuhësor,ADJ
8803,që,PRON
8803,bëhet,VERB
8803,mes,ADP
8803,të,DET
8803,gjitha,PRON
8803,vendeve,NOUN
8803,të,DET
8803,Organizatës,PROPN
8803,Ndërkombëtare,ADJ
8803,të,DET
8803,Frankofonisë,PROPN
8803,",",PUNCT
8803,qëllimi,NOUN
8803,i,DET
8803,të,DET
8803,cilës,PRON
8803,është,VERB
8803,shkëmbimi,NOUN
8803,kulturor,ADJ
8803,mes,ADP
8803,popujve,NOUN
8803,të,DET
8803,ndryshëm,ADJ
8803,dhe,CCONJ
8803,ruajtja,NOUN
8803,e,DET
8803,vlerave,NOUN
8803,të,DET
8803,solidaritet,NOUN
8803,dhe,CCONJ
8803,demokracisë,NOUN
8803,.,PUNCT
8804,Në,ADP
8804,kuadër,NOUN
8804,të,DET
8804,këtij,PRON
8804,evenimenti,NOUN
8804,",",PUNCT
8804,tre,NUM
8804,ambasadoret,NOUN
8804,e,DET
8804,Francës,PROPN
8804,",",PUNCT
8804,Zvicrës,PROPN
8804,dhe,CCONJ
8804,Greqisë,PROPN
8804,",",PUNCT
8804,pjesë,NOUN
8804,e,DET
8804,Organizatës,PROPN
8804,së,DET
8804,Frankofonisë,PROPN
8804,",",PUNCT
8804,kanë,AUX
8804,përcjellë,VERB
8804,80,NUM
8804,aktivitetet,NOUN
8804,që,PRON
8804,do,PART
8804,të,PART
8804,zhvillohen,VERB
8804,në,ADP
8804,të,DET
8804,gjithë,PRON
8804,Shqipërinë,PROPN
8804,në,ADP
8804,kuadër,NOUN
8804,të,DET
8804,"""",PUNCT
8804,Pranverës,PROPN
8804,Frankofone,PROPN
8804,"""",PUNCT
8804,",",PUNCT
8804,në,ADP
8804,në,ADP
8804,intervistë,NOUN
8804,për,ADP
8804,"""",PUNCT
8804,Mirëmëngjes,PROPN
8804,Shqipëri,PROPN
8804,"""",PUNCT
8804,në,ADP
8804,RTSH,PROPN
8804,.,PUNCT
8805,Ambasadorja,NOUN
8805,e,DET
8805,Francës,PROPN
8805,në,ADP
8805,Tiranë,PROPN
8805,",",PUNCT
8805,Elisabeth,PROPN
8805,Barsacq,PROPN
8805,tha,VERB
8805,se,SCONJ
8805,fokusi,NOUN
8805,i,DET
8805,këtij,PRON
8805,muajit,NOUN
8805,të,DET
8805,frankofonisë,NOUN
8805,është,VERB
8805,shkëmbimi,NOUN
8805,kulturor,ADJ
8805,mes,ADP
8805,vendeve,NOUN
8805,përmes,ADP
8805,aktiviteteve,NOUN
8805,të,DET
8805,ndryshme,ADJ
8805,",",PUNCT
8805,por,CCONJ
8805,edhe,CCONJ
8805,shtimi,NOUN
8805,i,DET
8805,interesit,NOUN
8805,të,DET
8805,shqiptarëve,NOUN
8805,për,PART
8805,të,PART
8805,mësuar,VERB
8805,gjuhën,NOUN
8805,franceze,ADJ
8805,.,PUNCT
8806,"""",PUNCT
8806,Si,SCONJ
8806,pjesë,NOUN
8806,e,DET
8806,organizatës,NOUN
8806,ndërkombëtare,ADJ
8806,të,DET
8806,Frankofonisë,PROPN
8806,",",PUNCT
8806,një,DET
8806,grup,NOUN
8806,vendesh,NOUN
8806,që,PRON
8806,kanë,VERB
8806,frëngjishten,NOUN
8806,të,DET
8806,përbashkët,ADJ
8806,shënojnë,VERB
8806,këtë,PRON
8806,muaj,NOUN
8806,në,ADP
8806,nder,NOUN
8806,të,DET
8806,saj,PRON
8806,.,PUNCT
8807,Aktivitetet,NOUN
8807,do,PART
8807,të,PART
8807,zhvillohen,VERB
8807,në,ADP
8807,gjithë,PRON
8807,vendin,NOUN
8807,",",PUNCT
8807,Tiranë,PROPN
8807,",",PUNCT
8807,Lushnjë,PROPN
8807,",",PUNCT
8807,Elbasan,PROPN
8807,",",PUNCT
8807,Korçë,PROPN
8807,",",PUNCT
8807,Shkodër,PROPN
8807,",",PUNCT
8807,Vlorë,PROPN
8807,",",PUNCT
8807,Berat,PROPN
8807,.,PUNCT
8808,Koncerte,NOUN
8808,",",PUNCT
8808,teatër,NOUN
8808,",",PUNCT
8808,filma,NOUN
8808,",",PUNCT
8808,ekspozita,NOUN
8808,",",PUNCT
8808,arkitektura,NOUN
8808,dhe,CCONJ
8808,madje,PART
8808,edhe,PART
8808,një,DET
8808,ekspozitë,NOUN
8808,të,DET
8808,vogël,ADJ
8808,arkeologjike,ADJ
8808,.,PUNCT
8809,Vlera,NOUN
8809,e,DET
8809,gjuhës,NOUN
8809,frënge,ADJ
8809,është,VERB
8809,vetë,PRON
8809,demokracia,NOUN
8809,dhe,CCONJ
8809,këto,PRON
8809,evenimente,NOUN
8809,do,PART
8809,të,PART
8809,shërbejnë,VERB
8809,për,ADP
8809,shkëmbimin,NOUN
8809,e,DET
8809,këtyre,PRON
8809,vlerave,NOUN
8809,"""",PUNCT
8809,",",PUNCT
8809,tha,VERB
8809,Barsacq,PROPN
8809,.,PUNCT
8810,Për,ADP
8810,rritjen,NOUN
8810,e,DET
8810,interesit,NOUN
8810,ndaj,ADP
8810,gjuhës,NOUN
8810,frënge,ADJ
8810,",",PUNCT
